{0000}	                     INN[6]
{3471}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3472}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3473}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3474}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3475}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3476}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3477}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3478}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3479}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3480}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3481}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3482}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3483}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3484}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3485}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3486}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3487}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3488}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3489}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3490}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3491}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3492}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3493}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3494}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3495}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3496}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3497}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3498}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3499}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3500}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3501}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3502}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3503}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3504}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3505}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3506}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3507}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3508}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3509}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3510}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3511}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3512}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3513}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3514}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3515}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3516}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3517}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3518}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3519}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3520}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3521}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3522}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3523}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3524}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3525}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3526}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3527}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3528}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3529}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3530}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3531}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3532}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3533}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3534}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3535}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3536}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3537}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3538}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3539}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3540}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3541}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3542}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3543}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3544}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3545}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3546}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3547}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3548}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3549}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3550}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3551}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3552}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3553}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3554}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3555}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3556}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3557}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3558}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3559}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3560}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3561}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3562}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3563}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3564}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3565}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3566}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3567}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3568}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3569}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3570}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3571}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3572}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3573}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3574}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3575}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3576}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3577}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3578}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3579}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3580}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3581}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3582}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3583}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3584}	 Star Piece? Now that you mention[1] it, I DID see a star fall into that[1] volcano over there.[0]
{3585}	 Garro's busy making statues of[1] King Nimbus.[2] He seems very happy![0]
{3586}	 So the king WAS all right![1] I'm so happy for him.[0]
{3587}	 This time, the prince is for real,[1] [12][12]right?[0]
{3588}	 I KNEW IT!! I knew the Prince[1] couldn't be THAT heavy! Three[1] cheers for the REAL Prince![0]
{3589}	 We used to be able to walk through[1] the castle freely, but I guess we[1] shouldn't disturb the King now.[0]
{3590}	 King Nimbus loves statues and[1] birds. He has scads of 'em[1] in the castle.[0]
{3591}	 I hope to serve the King[1] again, soon![0]
{3592}	 Have you seen the volcano?[2]  [7]  (Sure have)[1]  [7]  (Not yet)[0]
{3593}	 [4] They say you can get there[1] by way of the hot springs.[0]
{3594}	  [4] The volcano's to the east.[1] Sure wish I could take a dip[1] in the springs...[0]
{3595}	[1]  Long time no see, Prince Mallow![0]
{3596}	 You're looking especially fluffy[1] today, Prince![0]
{3597}	 Prince Mallow, you're such a[1] crybaby![0]
{3598}	[1]   My, how you've grown, Prince![0]
{3599}	[1]          This is locked too...[0]
{3600}	  Hey, wait a minute!  It's locked.[0]
{3601}	SHY AWAY: La dee dah...[1] Here ya go, big eggie! I'll give[1] ya plenty of nutrients so you'll[2] grow up to be big and strong![0]
{3602}	 Oh, oh, oh...[12][12][1] Mario's already here...[1] He's a fast one, he is...[0]
{3603}	 Oh, oh, oh...[12][12][1] It won't open...[1] it's locked![0]
{3604}	???: Ha ha ha ha.[0]
{3605}	 Look! There's a note.[1] Let's read it.[0]
{3606}	     King Nimbus is resting in bed.[2] Absolutely NO RUNNING in the halls.[1]            Queen Valentina[0]
{3607}	MALLOW: This can only mean that[1] my mom and dad are here![0]
{3608}	 Oh, but it's locked![0]
{3609}	 [1]             Leave it to me![0]
{3610}	BOWSER: Looks like it's up to me[1] to get us out of yet another jam.[2] Feast your eyes on this show of[1] brains...[12][12][12][12]and brawn![0]
{3611}	[1]              STAND BACK! [0]
{3612}	MALLOW:[1]         WAIT! Wait a minute![0]
{3613}	 If my dad's really bedridden,[1] we shouldn't make so much noise.[2] ...[12][12][12]We need another plan...[0]
{3614}	 I guess we should find Valentina[1] and force the truth out of her![0]
{3615}	BOWSER:[1]     But, what about the door?[12][12]...[0]
{3616}	SHY AWAY:[1]            Queen Valentina...[0]
{3617}	[4] That Mario creature who[1] beat up Smilax is here...[0]
{3618}	VALENTINA: Mario...?![2] What[12]...[12]does a “Mario”[1] look like?[0]
{3619}	SHY AWAY: Well...it has a bushy[1] mustache, long sideburns, and,[1] uh, a pair of[12][12]...[2] mean looking legs...![0]
{3620}	VALENTINA: [12]Hmmm...[12][1] I have the feeling I've seen this[1] “Mario” before...[0]
{3621}	VALENTINA: [12]...[12]Wait! Yes![1] It was that statue that Garro[1] just delivered...![0]
{3622}	SHY AWAY:[12][12] What, what, what[1] are we gonna do? What are we[1] GONNA DO, VALENTINA?[0]
{3623}	VALENTINA: Well, we certainly[1] aren't going to listen to your[1] pointless chatter.[3] Frankly speaking, I'm not going[1] to worry. Without this key, the[1] King can't go ANYWHERE![0]
{3624}	VALENTINA:[1]                  Hush...[0]
